[19:18:42] [main/INFO]: ModLauncher running: args [--username, cliffpk, --version, modpack, --gameDir, C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack, --assetsDir, C:\Users\Carli\AppData\Roaming\.minecraft\assets, --assetIndex, 5, --uuid, 9c1fe7b90300413687cee10945d0cfc5, --accessToken, ❄❄❄❄❄❄❄❄, --clientId, null, --xuid, null, --userType, mojang, --versionType, release, --width, 1440, --height, 900, --launchTarget, forgeclient, --fml.forgeVersion, 47.3.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412, -XX:+UseG1GC, -XX:+ParallelRefProcEnabled, -XX:MaxGCPauseMillis=200, -XX:+UnlockExperimentalVMOptions, -XX:+DisableExplicitGC, -XX:+AlwaysPreTouch, -XX:G1NewSizePercent=30, -XX:G1MaxNewSizePercent=40, -XX:G1HeapRegionSize=8M, -XX:G1ReservePercent=20, -XX:G1HeapWastePercent=5, -XX:G1MixedGCCountTarget=4, -XX:InitiatingHeapOccupancyPercent=15, -XX:G1MixedGCLiveThresholdPercent=90, -XX:G1RSetUpdatingPauseTimePercent=5, -XX:SurvivorRatio=32, -XX:+PerfDisableSharedMem, -XX:MaxTenuringThreshold=1, -Dusing.aikars.flags=https://mcflags.emc.gs, -Daikars.new.flags=true]
[19:18:42] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Microsoft; OS Windows 10 arch amd64 version 10.0
[19:18:43] [main/INFO]: Loading ImmediateWindowProvider fmlearlywindow
[19:18:43] [main/INFO]: Trying GL version 4.6
[19:18:43] [main/INFO]: Requested GL version 4.6 got version 4.6
[19:18:43] [main/INFO]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/C:/Users/Carli/AppData/Roaming/.minecraft/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%23100!/ Service=ModLauncher Env=CLIENT
[19:18:44] [pool-2-thread-1/INFO]: GL info: NVIDIA GeForce RTX 3060/PCIe/SSE2 GL version 4.6.0 NVIDIA 556.12, NVIDIA Corporation
[19:19:25] [Worker-ResourceReload-5/WARN]: File riskofrain_mobs:sounds/item/crowbar/crowbar_proc_02.ogg does not exist, cannot add it to event riskofrain_mobs:item.crowbar.proc
[19:19:25] [Worker-ResourceReload-5/WARN]: File riskofrain_mobs:sounds/item/infusion/infusion_proc_01.ogg does not exist, cannot add it to event riskofrain_mobs:item.infusion.proc
[19:19:25] [Worker-ResourceReload-5/WARN]: File riskofrain_mobs:sounds/item/infusion/infusion_proc_02.ogg does not exist, cannot add it to event riskofrain_mobs:item.infusion.proc
[19:19:25] [Worker-ResourceReload-5/WARN]: File riskofrain_mobs:sounds/item/infusion/infusion_proc_03.ogg does not exist, cannot add it to event riskofrain_mobs:item.infusion.proc
[19:19:25] [Worker-ResourceReload-5/WARN]: File riskofrain_mobs:sounds/item/infusion/infusion_proc_04.ogg does not exist, cannot add it to event riskofrain_mobs:item.infusion.proc
[19:19:25] [Worker-ResourceReload-5/WARN]: File riskofrain_mobs:sounds/item/infusion/infusion_proc_05.ogg does not exist, cannot add it to event riskofrain_mobs:item.infusion.proc
[19:19:25] [Worker-ResourceReload-5/WARN]: File riskofrain_mobs:sounds/item/infusion/infusion_proc_06.ogg does not exist, cannot add it to event riskofrain_mobs:item.infusion.proc
[19:19:25] [Worker-ResourceReload-5/WARN]: File riskofrain_mobs:sounds/item/lens_makers_glasses/lens_crit_proc_01.ogg does not exist, cannot add it to event riskofrain_mobs:item.lens_crit.proc
[19:19:25] [Worker-ResourceReload-5/WARN]: File riskofrain_mobs:sounds/item/lens_makers_glasses/lens_crit_proc_02.ogg does not exist, cannot add it to event riskofrain_mobs:item.lens_crit.proc
[19:19:25] [Worker-ResourceReload-5/WARN]: File riskofrain_mobs:sounds/item/lens_makers_glasses/lens_crit_proc_03.ogg does not exist, cannot add it to event riskofrain_mobs:item.lens_crit.proc
[19:19:25] [Worker-ResourceReload-5/WARN]: File riskofrain_mobs:sounds/item/lens_makers_glasses/lens_crit_proc_04.ogg does not exist, cannot add it to event riskofrain_mobs:item.lens_crit.proc
[19:19:25] [Worker-ResourceReload-5/WARN]: File riskofrain_mobs:sounds/item/rose_buckler/rose_buckler_proc_01.ogg does not exist, cannot add it to event riskofrain_mobs:item.rose_buckler.proc
[19:19:25] [Worker-ResourceReload-5/WARN]: File riskofrain_mobs:sounds/item/rose_buckler/rose_buckler_proc_02.ogg does not exist, cannot add it to event riskofrain_mobs:item.rose_buckler.proc
[19:19:25] [Worker-ResourceReload-5/WARN]: File riskofrain_mobs:sounds/item/rose_buckler/rose_buckler_proc_03.ogg does not exist, cannot add it to event riskofrain_mobs:item.rose_buckler.proc
[19:19:25] [Worker-ResourceReload-5/WARN]: File riskofrain_mobs:sounds/item/tougher_times/tougher_times_proc_01.ogg does not exist, cannot add it to event riskofrain_mobs:item.tougher_times.proc
[19:19:25] [Worker-ResourceReload-5/WARN]: File riskofrain_mobs:sounds/item/tougher_times/tougher_times_proc_02.ogg does not exist, cannot add it to event riskofrain_mobs:item.tougher_times.proc
[19:19:25] [Worker-ResourceReload-5/WARN]: File riskofrain_mobs:sounds/item/tougher_times/tougher_times_proc_03.ogg does not exist, cannot add it to event riskofrain_mobs:item.tougher_times.proc
[19:19:25] [Worker-ResourceReload-9/INFO]: Found unifont_all_no_pua-15.0.06.hex, loading
[19:19:25] [Worker-ResourceReload-5/WARN]: File minecraft:sounds/block/chest/close.ogg does not exist, cannot add it to event artifacts:mimic.close
[19:19:25] [Worker-ResourceReload-5/WARN]: File alexscaves:sounds/mob/luxtructosaurus/luxtructosaurus_snort_0.ogg does not exist, cannot add it to event alexscaves:luxtructosaurus_snort
[19:19:25] [Worker-ResourceReload-5/WARN]: File alexscaves:sounds/mob/luxtructosaurus/luxtructosaurus_snort_1.ogg does not exist, cannot add it to event alexscaves:luxtructosaurus_snort
[19:19:25] [Worker-ResourceReload-5/WARN]: File alexscaves:sounds/mob/luxtructosaurus/luxtructosaurus_snort_2.ogg does not exist, cannot add it to event alexscaves:luxtructosaurus_snort
[19:19:25] [Worker-ResourceReload-5/WARN]: File alexscaves:sounds/mob/luxtructosaurus/luxtructosaurus_breathe_0.ogg does not exist, cannot add it to event alexscaves:luxtructosaurus_breathe
[19:19:25] [Worker-ResourceReload-5/WARN]: File alexscaves:sounds/mob/luxtructosaurus/luxtructosaurus_breathe_1.ogg does not exist, cannot add it to event alexscaves:luxtructosaurus_breathe
[19:19:25] [Worker-ResourceReload-5/WARN]: File alexscaves:sounds/mob/luxtructosaurus/luxtructosaurus_breathe_2.ogg does not exist, cannot add it to event alexscaves:luxtructosaurus_breathe
[19:19:25] [Worker-ResourceReload-5/WARN]: File the_flesh_that_hates:sounds/fleshidle.ogg does not exist, cannot add it to event the_flesh_that_hates:flesh_piece_idle
[19:19:25] [Worker-ResourceReload-5/WARN]: File the_flesh_that_hates:sounds/humanagro.ogg does not exist, cannot add it to event the_flesh_that_hates:flesh_hysterizer
[19:19:25] [Worker-ResourceReload-5/WARN]: File the_flesh_that_hates:sounds/humanidleone.ogg does not exist, cannot add it to event the_flesh_that_hates:flesh_human_idle
[19:19:25] [Worker-ResourceReload-5/WARN]: File the_flesh_that_hates:sounds/creaturethreeagro.ogg does not exist, cannot add it to event the_flesh_that_hates:flesh_community_idle
[19:19:25] [Worker-ResourceReload-5/WARN]: File the_flesh_that_hates:sounds/creaturethreeidle.ogg does not exist, cannot add it to event the_flesh_that_hates:flesh_incubator_one
[19:19:25] [Worker-ResourceReload-5/WARN]: File the_flesh_that_hates:sounds/smallplaqueidle.ogg does not exist, cannot add it to event the_flesh_that_hates:flesh_infector
[19:19:25] [Worker-ResourceReload-5/WARN]: File the_flesh_that_hates:sounds/fleshwalk.ogg does not exist, cannot add it to event the_flesh_that_hates:flesh_walk
[19:19:25] [Worker-ResourceReload-5/WARN]: File the_flesh_that_hates:sounds/swarmeragro.ogg does not exist, cannot add it to event the_flesh_that_hates:flesh_dog
[19:19:25] [Worker-ResourceReload-5/WARN]: File the_flesh_that_hates:sounds/fleshcow_idle.ogg does not exist, cannot add it to event the_flesh_that_hates:flesh_cow_idle
[19:19:25] [Worker-ResourceReload-5/WARN]: File the_flesh_that_hates:sounds/fleshpig_idle.ogg does not exist, cannot add it to event the_flesh_that_hates:flesh_pig_idle
[19:19:25] [Worker-ResourceReload-5/WARN]: File the_flesh_that_hates:sounds/fleshsheep_idle.ogg does not exist, cannot add it to event the_flesh_that_hates:flesh_sheep_idle
[19:19:25] [Worker-ResourceReload-5/WARN]: File the_flesh_that_hates:sounds/skeletonplaqueidle.ogg does not exist, cannot add it to event the_flesh_that_hates:flesh_hunter_i
[19:19:25] [Worker-ResourceReload-5/WARN]: File the_flesh_that_hates:sounds/nightmareplaqueidle.ogg does not exist, cannot add it to event the_flesh_that_hates:incubator_spawn
[19:19:25] [Worker-ResourceReload-5/WARN]: File the_flesh_that_hates:sounds/flesh_suffer_idle.ogg does not exist, cannot add it to event the_flesh_that_hates:flesh_suffer_idle
[19:19:25] [Worker-ResourceReload-5/WARN]: File the_flesh_that_hates:sounds/fleshhuntertwoidle.ogg does not exist, cannot add it to event the_flesh_that_hates:fleshhuntertwoidle
[19:19:25] [Worker-ResourceReload-5/WARN]: File the_flesh_that_hates:sounds/fleshboomeridle.ogg does not exist, cannot add it to event the_flesh_that_hates:fleshboomeridle
[19:19:25] [Worker-ResourceReload-5/WARN]: File the_flesh_that_hates:sounds/fleshboomerboom.ogg does not exist, cannot add it to event the_flesh_that_hates:fleshboomerboom
[19:19:25] [Worker-ResourceReload-5/WARN]: File parcool:sounds/sliding_3.ogg does not exist, cannot add it to event parcool:action.slide
[19:19:25] [Render thread/INFO]: Client resource reload complete!
[19:19:25] [modloading-worker-0/INFO]: Loading client config for mobplaques
[19:19:25] [modloading-worker-0/INFO]: Loading client config for easymagic
[19:19:25] [modloading-worker-0/ERROR]: INVALID VALUE FOR SETTING 'Blacklisted Biomes'. Using empty list instead...
[19:19:25] [modloading-worker-0/WARN]: Configuration file C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\config\waterframes-client.toml is not correct. Correcting
[19:19:25] [modloading-worker-0/WARN]: Incorrect key waterframes was corrected from null to its default, SimpleCommentedConfig:{}. 
[19:19:25] [modloading-worker-0/WARN]: Incorrect key waterframes.overrideConfig was corrected from null to its default, SimpleCommentedConfig:{}. 
[19:19:25] [modloading-worker-0/WARN]: Incorrect key waterframes.overrideConfig.enable was corrected from null to its default, false. 
[19:19:25] [modloading-worker-0/WARN]: Incorrect key waterframes.overrideConfig.useMultimedia was corrected from null to its default, false. 
[19:19:25] [modloading-worker-0/WARN]: Incorrect key waterframes.overrideConfig.keepRendering was corrected from null to its default, false. 
[19:19:25] [modloading-worker-0/WARN]: Incorrect key waterframes.overrideConfig.forceDevMode was corrected from null to its default, false. 
[19:19:26] [modloading-worker-0/INFO]: Loading common config for mutantmonsters
[19:19:26] [modloading-worker-0/WARN]: Configuration file C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\config\enhancedai\common.toml is not correct. Correcting
[19:19:26] [Worker-ResourceReload-10/WARN]: Invalid path in datapack: minecraft:optifine/random/entity/zombie/zombie48 (2).png, ignoring
[19:19:26] [Worker-ResourceReload-10/WARN]: Invalid path in datapack: minecraft:optifine/random/entity/zombie/zombie48 (2).png, ignoring
[19:19:26] [Worker-ResourceReload-10/ERROR]: Invalid path in pack: minecraft:optifine/random/entity/zombie/zombie48 (2).png, ignoring
[19:19:26] [modloading-worker-0/INFO]: Dispatching ZConfigChanged to 3 listeners
[19:19:26] [modloading-worker-0/INFO]: 'zeta' is enabling Zeta's piston structure resolver.
[19:19:26] [Worker-ResourceReload-10/WARN]: Invalid path in datapack: minecraft:optifine/random/entity/zombie/zombie48 (2).png, ignoring
[19:19:26] [Worker-ResourceReload-10/WARN]: Invalid path in datapack: minecraft:optifine/random/entity/zombie/zombie48 (2).png, ignoring
[19:19:26] [Worker-ResourceReload-10/ERROR]: Invalid path in pack: minecraft:optifine/random/entity/zombie/zombie48 (2).png, ignoring
[19:19:26] [Worker-ResourceReload-5/ERROR]: Using missing texture, unable to load zombie_extreme:item/reference01
java.io.IOException: Could not load image: Image not of any known type, or corrupt
	at com.mojang.blaze3d.platform.NativeImage.m_85051_(NativeImage.java:138) ~[client-1.20.1-20230612.114412-srg.jar%23648!/:?]
	at com.mojang.blaze3d.platform.NativeImage.m_85048_(NativeImage.java:103) ~[client-1.20.1-20230612.114412-srg.jar%23648!/:?]
	at com.mojang.blaze3d.platform.NativeImage.m_85058_(NativeImage.java:94) ~[client-1.20.1-20230612.114412-srg.jar%23648!/:?]
	at net.minecraft.client.renderer.texture.SpriteLoader.m_245083_(SpriteLoader.java:139) ~[client-1.20.1-20230612.114412-srg.jar%23648!/:?]
	at net.minecraft.client.renderer.texture.atlas.SpriteSource$Output.m_261059_(SpriteSource.java:22) ~[client-1.20.1-20230612.114412-srg.jar%23648!/:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.run(CompletableFuture.java:1768) ~[?:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.exec(CompletableFuture.java:1760) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(ForkJoinTask.java:373) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(ForkJoinPool.java:1182) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(ForkJoinPool.java:1655) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool.java:1622) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:165) ~[?:?]
[19:19:26] [Worker-ResourceReload-5/ERROR]: Using missing texture, unable to load zombie_extreme:item/reference03
java.io.IOException: Could not load image: Image not of any known type, or corrupt
	at com.mojang.blaze3d.platform.NativeImage.m_85051_(NativeImage.java:138) ~[client-1.20.1-20230612.114412-srg.jar%23648!/:?]
	at com.mojang.blaze3d.platform.NativeImage.m_85048_(NativeImage.java:103) ~[client-1.20.1-20230612.114412-srg.jar%23648!/:?]
	at com.mojang.blaze3d.platform.NativeImage.m_85058_(NativeImage.java:94) ~[client-1.20.1-20230612.114412-srg.jar%23648!/:?]
	at net.minecraft.client.renderer.texture.SpriteLoader.m_245083_(SpriteLoader.java:139) ~[client-1.20.1-20230612.114412-srg.jar%23648!/:?]
	at net.minecraft.client.renderer.texture.atlas.SpriteSource$Output.m_261059_(SpriteSource.java:22) ~[client-1.20.1-20230612.114412-srg.jar%23648!/:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.run(CompletableFuture.java:1768) ~[?:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.exec(CompletableFuture.java:1760) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(ForkJoinTask.java:373) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(ForkJoinPool.java:1182) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(ForkJoinPool.java:1655) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool.java:1622) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:165) ~[?:?]
[19:19:26] [Worker-ResourceReload-5/ERROR]: Using missing texture, unable to load zombie_extreme:item/reference02
java.io.IOException: Could not load image: Image not of any known type, or corrupt
	at com.mojang.blaze3d.platform.NativeImage.m_85051_(NativeImage.java:138) ~[client-1.20.1-20230612.114412-srg.jar%23648!/:?]
	at com.mojang.blaze3d.platform.NativeImage.m_85048_(NativeImage.java:103) ~[client-1.20.1-20230612.114412-srg.jar%23648!/:?]
	at com.mojang.blaze3d.platform.NativeImage.m_85058_(NativeImage.java:94) ~[client-1.20.1-20230612.114412-srg.jar%23648!/:?]
	at net.minecraft.client.renderer.texture.SpriteLoader.m_245083_(SpriteLoader.java:139) ~[client-1.20.1-20230612.114412-srg.jar%23648!/:?]
	at net.minecraft.client.renderer.texture.atlas.SpriteSource$Output.m_261059_(SpriteSource.java:22) ~[client-1.20.1-20230612.114412-srg.jar%23648!/:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.run(CompletableFuture.java:1768) ~[?:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.exec(CompletableFuture.java:1760) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(ForkJoinTask.java:373) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(ForkJoinPool.java:1182) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(ForkJoinPool.java:1655) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool.java:1622) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:165) ~[?:?]
[19:19:26] [Worker-ResourceReload-0/WARN]: Texture taxtg:item/generator_cherryblossom with size 16x17 limits mip level from 4 to 0
[19:19:27] [modloading-worker-0/INFO]: Dispatching ZConfigChanged to 54 listeners
[19:19:27] [Worker-ResourceReload-9/INFO]: Necronomicon Initialized
[19:19:27] [Worker-ResourceReload-6/INFO]: Dispatching ForgeZCommonSetup (as ZCommonSetup) to 2 listeners
[19:19:27] [Worker-ResourceReload-9/INFO]: File exists, reading config for elocindev.necronomicon.NecronomiconConfig.
[19:19:27] [Worker-ResourceReload-9/INFO]: Config for elocindev.necronomicon.NecronomiconConfig read successfully.
[19:19:27] [Worker-ResourceReload-9/INFO]: there is a brick about to fall through your roof at terminal velocity
[19:19:27] [Worker-ResourceReload-9/INFO]: there is a brick about to fall through your roof at terminal velocity
[19:19:27] [Worker-ResourceReload-9/INFO]: chunksending mod initialized
[19:19:27] [Worker-ResourceReload-10/INFO]: Enabling support for Game Stages
[19:19:27] [Worker-ResourceReload-4/INFO]: gpumemleakfix mod initialized
[19:19:27] [Worker-ResourceReload-8/INFO]: structureessentials mod initialized
[19:19:27] [Worker-ResourceReload-8/INFO]: lootintegrations mod initialized
[19:19:27] [Worker-ResourceReload-6/INFO]: Setting game stages provider implementation to: KubeJS Stages
[19:19:27] [Worker-ResourceReload-6/INFO]: Chose [KubeJS Stages] as the active game stages implementation
[19:19:27] [Worker-ResourceReload-6/INFO]: Chose [FALLBACK] as the active permissions implementation
[19:19:27] [Worker-ResourceReload-6/INFO]: [FTB Quests] recipe helper provider is [JEI]
[19:19:27] [Worker-ResourceReload-6/INFO]: Limited chunkloading initialized
[19:19:27] [Worker-ResourceReload-5/INFO]: farsight_view mod initialized
[19:19:27] [Forge Version Check/INFO]: [guardvillagers] Starting version check at https://raw.githubusercontent.com/seymourimadeit/guardvillagers/master/update.json
[19:19:27] [Worker-ResourceReload-2/INFO]: Dispatching ForgeZCommonSetup (as ZCommonSetup) to 43 listeners
[19:19:28] [Forge Version Check/INFO]: [guardvillagers] Found status: BETA Current: 1.20.1-1.6.5 Target: 1.20-1.6.5
[19:19:28] [Forge Version Check/INFO]: [pickupnotifier] Starting version check at https://raw.githubusercontent.com/Fuzss/modresources/main/update/pickupnotifier.json
[19:19:28] [Forge Version Check/INFO]: [pickupnotifier] Found status: UP_TO_DATE Current: 8.0.0 Target: null
[19:19:28] [Forge Version Check/INFO]: [sound_physics_remastered] Starting version check at https://update.maxhenkel.de/forge/sound_physics_remastered
[19:19:28] [Worker-ResourceReload-1/WARN]: Unable to load model: 'minecraft:cannon' referenced from: blocky_siege:cannon#facing=north: java.io.FileNotFoundException: minecraft:models/cannon.json
[19:19:28] [Worker-ResourceReload-1/WARN]: Unable to load model: 'minecraft:roaster_base' referenced from: blocky_siege:spewer_stand#facing=north: java.io.FileNotFoundException: minecraft:models/roaster_base.json
[19:19:28] [Worker-ResourceReload-1/WARN]: Unable to load model: 'minecraft:brazier' referenced from: blocky_siege:brazier_off#: java.io.FileNotFoundException: minecraft:models/brazier.json
[19:19:28] [Worker-ResourceReload-1/WARN]: Exception loading blockstate definition: 'torchmaster:blockstates/invisible_light.json' missing model for variant: 'torchmaster:invisible_light#'
[19:19:28] [Worker-ResourceReload-1/WARN]: Exception loading blockstate definition: 'torchmaster:blockstates/invisible_light.json' in resourcepack: 'mod_resources': Neither 'variants' nor 'multipart' found
[19:19:28] [Render thread/INFO]: Registered synced data key cgm:aiming for minecraft:player
[19:19:28] [Render thread/INFO]: Registered synced data key cgm:reloading for minecraft:player
[19:19:28] [Render thread/INFO]: Registered synced data key cgm:shooting for minecraft:player
[19:19:28] [Render thread/INFO]: Dispatching ZConfigChanged to 54 listeners
[19:19:28] [Render thread/INFO]: Dispatching ZConfigChanged to 3 listeners
[19:19:28] [Render thread/INFO]: Registered 808 compat blocks making up 10,44% of total blocks registered
[19:19:28] [Render thread/INFO]: Initialized color sets in 51ms
[19:19:28] [Render thread/INFO]: Registered region minecraft:overworld to index 0 for type OVERWORLD
[19:19:28] [Render thread/INFO]: Registered region minecraft:nether to index 0 for type NETHER
